,width,reg_age,length,wheel size,alloy wheel size,rpm,km,city,torque,top speed,mileage,height,model,engine and transmission,transmission,engine,displacement
4016,0.40123456790123435,0.047619047619047616,0.3500803858520902,16.0,16.0,0.9090909090909091,0.003636363636363637,2,0.12801703738760056,0.532258064516129,0.11646102919049053,1.6154643462012183e-05,179,7.0,0,0.2394,0.2394
4017,0.37037037037037046,0.42857142857142855,0.41036977491961424,14.0,14.0,0.6060606060606061,0.01642909090909091,2,0.25414103170847135,0.532258064516129,0.11149563647306651,1.4485775335771261e-05,90,11.0,1,0.2792,0.2792
4019,0.39506172839506193,0.14285714285714285,0.5831993569131835,15.0,15.0,0.015909090909090907,0.0047272727272727275,2,0.1599621391386654,0.532258064516129,0.0806500150466446,1.3818228085274892e-05,295,11.0,0,0.2992,0.2992
4020,0.39506172839506193,0.3333333333333333,0.6093247588424437,16.0,16.0,0.9090909090909091,0.012363636363636365,2,0.14813061997160434,0.6129032258064516,0.10269334938308758,1.3150680834778523e-05,163,13.0,1,0.2746,0.2746
4021,0.39506172839506193,0.23809523809523808,0.6093247588424437,15.0,15.0,0.015606060606060606,0.01090909090909091,2,0.15759583530525317,0.532258064516129,0.10893770689136323,1.3150680834778523e-05,163,12.0,1,0.2924,0.2924
4023,0.35185185185185186,0.09523809523809523,0.5892282958199357,16.0,16.0,0.017727272727272727,0.0014545454545454547,2,0.1658778987221959,0.6096774193548387,0.07764068612699368,1.3818228085274892e-05,63,13.0,1,0.2994,0.2994
4024,0.508641975308642,0.42857142857142855,0.5389871382636657,16.0,16.0,0.016363636363636365,0.02181818181818182,2,0.2877425461429247,0.532258064516129,0.08975323502858865,2.7169173095202312e-05,236,11.0,1,0.2922,0.2922
4025,0.1049382716049383,0.38095238095238093,0.2512057877813505,16.0,16.0,0.9393939393939394,0.012727272727272728,2,0.08542356838618079,0.44193548387096776,0.14685525127896482,2.750294672045051e-05,184,11.0,1,0.1996,0.1996
4026,0.35185185185185186,0.6666666666666665,0.5811897106109325,15.0,15.0,0.01787878787878788,0.016363636363636365,2,0.16706105063890203,0.532258064516129,0.07463135720734276,1.2816907209530325e-05,63,11.0,1,0.2994,0.2994
4027,0.43827160493827155,0.23809523809523808,0.41157556270096474,16.0,16.0,0.5681818181818182,0.012727272727272728,2,0.2368670137245622,0.532258064516129,0.11977129100210654,2.396494629281974e-05,50,13.0,1,0.29960000000000003,0.29960000000000003
4028,0.597530864197531,0.09523809523809523,0.6527331189710612,17.0,17.0,0.025303030303030303,0.012727272727272728,2,0.40842404164694746,0.532258064516129,0.06974119771291004,2.7903475070748332e-05,256,8.0,1,0.3912,0.3912
4029,0.4444444444444444,0.047619047619047616,0.41036977491961424,16.0,16.0,0.01787878787878788,0.0026263636363636363,2,0.19782300047326076,0.532258064516129,0.08418597652723442,2.1161247840734978e-05,85,9.0,1,0.1996,0.1996
4030,0.4950617283950616,0.19047619047619047,0.409967845659164,16.0,16.0,0.016363636363636365,0.005426727272727273,2,0.19545669663984855,0.4973870967741935,0.07463135720734276,2.1294757290834252e-05,265,12.0,0,0.2396,0.2396
4031,0.35679012345679006,0.5714285714285714,0.5667202572347267,15.0,15.0,0.015606060606060606,0.014545454545454547,2,0.17534311405584477,0.5967741935483871,0.05988564550105326,1.1882341058835408e-05,305,11.0,1,0.3196,0.3196
4032,0.3086419753086418,0.42857142857142855,0.31792604501607724,14.0,14.0,0.9090909090909091,0.016080545454545455,2,0.12920018930430666,0.5258064516129032,0.08892566957568462,1.5487096211515815e-05,77,11.0,0,0.2394,0.2394
4033,0.22839506172839497,0.5714285714285714,0.24557877813504825,13.0,13.0,0.9090909090909091,0.015071272727272728,2,0.12647893989588263,0.532258064516129,0.09990972013241048,1.7489737963004935e-05,89,13.0,1,0.2394,0.2394
4034,0.5493827160493827,0.0,0.4063504823151127,18.0,18.0,0.019696969696969695,0.0026363636363636363,2,0.3492664458116422,0.532258064516129,0.08892566957568462,3.711562712759825e-05,144,8.0,0,0.4368,0.4368
4035,0.4320987654320987,0.38095238095238093,0.41036977491961424,16.0,16.0,0.9090909090909091,0.01082709090909091,2,0.13006389020350212,0.5161290322580645,0.07606078844417696,1.782351158825312e-05,91,11.0,1,0.2394,0.2394
4036,0.1049382716049383,0.38095238095238093,0.2512057877813505,16.0,16.0,0.9393939393939394,0.012727272727272728,2,0.08542356838618079,0.44193548387096776,0.14685525127896482,2.750294672045051e-05,184,11.0,1,0.1996,0.1996
4037,0.2592592592592593,0.14285714285714285,0.2737138263665595,16.0,16.0,0.8333333333333334,0.011677818181818183,2,0.10080454330336015,0.49032258064516127,0.1990671080349082,2.5834078594209574e-05,184,12.0,1,0.1996,0.1996
4038,0.40123456790123435,0.047619047619047616,0.3500803858520902,16.0,16.0,0.9090909090909091,0.0018181818181818184,2,0.12801703738760056,0.532258064516129,0.1151068311766476,1.6154643462012183e-05,179,7.0,1,0.2394,0.2394
4039,0.43827160493827155,0.23809523809523808,0.41157556270096474,16.0,16.0,0.5681818181818182,0.01090909090909091,2,0.2368670137245622,0.532258064516129,0.11977129100210654,2.396494629281974e-05,50,13.0,1,0.29960000000000003,0.29960000000000003
4040,0.4950617283950616,0.23809523809523808,0.409967845659164,16.0,16.0,0.016363636363636365,0.005818181818181819,2,0.19545669663984855,0.4973870967741935,0.07463135720734276,2.1294757290834252e-05,265,12.0,0,0.2396,0.2396
4041,0.40123456790123435,0.19047619047619047,0.34807073954983925,16.0,16.0,0.9090909090909091,0.003636363636363637,2,0.12801703738760056,0.532258064516129,0.1063045440866687,1.6154643462012183e-05,179,12.0,1,0.2394,0.2394
4042,0.2592592592592593,0.3333333333333333,0.2737138263665595,16.0,16.0,0.8333333333333334,0.01181818181818182,2,0.10080454330336015,0.49032258064516127,0.1990671080349082,2.5834078594209574e-05,184,12.0,1,0.1996,0.1996
4043,0.2592592592592593,0.09523809523809523,0.2737138263665595,16.0,16.0,0.8333333333333334,0.004345454545454546,2,0.10080454330336015,0.49032258064516127,0.1990671080349082,2.5834078594209574e-05,184,12.0,1,0.1996,0.1996
4044,0.09876543209876543,0.0,0.2234726688102895,16.0,16.0,0.8333333333333334,0.0005272727272727274,2,0.09962139138665405,0.532258064516129,0.1302287089978935,1.5487096211515815e-05,156,7.0,1,0.1996,0.1996
4045,0.4444444444444444,0.047619047619047616,0.41036977491961424,16.0,16.0,0.9090909090909091,0.0027272727272727275,2,0.12896355892096542,0.532258064516129,0.08892566957568462,2.196230454133062e-05,85,8.0,1,0.2394,0.2394
4046,0.29012345679012363,0.047619047619047616,0.25562700964630225,16.0,16.0,0.8333333333333334,0.0020363636363636365,2,0.1114529105537151,0.532258064516129,0.09945832079446285,1.8157285213501304e-05,81,11.0,1,0.2172,0.2172
4047,0.4950617283950616,0.0,0.409565916398714,16.0,16.0,0.01924242424242424,0.003090909090909091,2,0.28419309039280644,0.532258064516129,0.08892566957568462,2.1228002565784615e-05,268,4.0,0,0.0,0.0
4048,0.4691358024691359,0.0,0.41036977491961424,16.0,16.0,0.01787878787878788,0.0003454545454545455,2,0.19782300047326076,0.532258064516129,0.08365934396629551,2.3631172667571543e-05,108,9.0,1,0.1996,0.1996
4049,0.22839506172839497,0.6190476190476191,0.24557877813504825,13.0,13.0,0.9090909090909091,0.012745090909090909,2,0.12647893989588263,0.532258064516129,0.09990972013241048,1.7489737963004935e-05,89,13.0,1,0.2394,0.2394
4050,0.4296296296296298,0.09523809523809523,0.409967845659164,16.0,16.0,0.946969696969697,0.005545090909090909,2,0.10790345480359678,0.532258064516129,0.08779717123081554,1.8958341914096947e-05,225,12.0,1,0.1998,0.1998
4051,0.35185185185185186,0.09523809523809523,0.41036977491961424,15.0,15.0,0.9090909090909091,0.006,2,0.12446758163748224,0.532258064516129,0.08441167619620826,1.0,59,8.0,0,0.2398,0.2398
4052,0.41975308641975295,0.09523809523809523,0.4087620578778135,16.0,16.0,0.7575757575757576,0.001316909090909091,2,0.1836251774727875,0.532258064516129,0.10096298525428829,2.1161247840734978e-05,239,9.0,1,0.1998,0.1998
4053,0.4691358024691359,0.0,0.41036977491961424,16.0,16.0,0.015303030303030303,0.0014303636363636365,2,0.15617605300520587,0.532258064516129,0.09637375865182066,2.6501625844705943e-05,159,7.0,1,0.2924,0.2924
4054,0.4691358024691359,0.23809523809523808,0.41036977491961424,16.0,16.0,0.6060606060606061,0.02,2,0.23095125414103168,0.5548387096774193,0.12955160999097204,2.349766321747227e-05,183,12.0,1,0.24960000000000002,0.24960000000000002
4055,0.406172839506173,0.047619047619047616,0.4087620578778135,16.0,16.0,0.946969696969697,0.009027272727272728,2,0.10790345480359678,0.532258064516129,0.09720132410472465,2.369792739262118e-05,243,7.0,1,0.1998,0.1998
4057,0.4444444444444444,0.14285714285714285,0.41036977491961424,16.0,16.0,0.01787878787878788,0.0038847272727272728,2,0.1973497397065783,0.532258064516129,0.08418597652723442,2.1161247840734978e-05,85,8.0,1,0.1996,0.1996
4059,0.35185185185185186,0.38095238095238093,0.41036977491961424,14.0,14.0,0.5681818181818182,0.018181818181818184,2,0.24869853289162325,0.5483870967741935,0.14106229310863677,1.5820869836764e-05,49,12.0,1,0.29960000000000003,0.29960000000000003
4060,0.35185185185185186,0.38095238095238093,0.41036977491961424,14.0,14.0,0.5681818181818182,0.018181818181818184,2,0.24869853289162325,0.5483870967741935,0.14106229310863677,1.5820869836764e-05,49,12.0,1,0.29960000000000003,0.29960000000000003
4061,0.35185185185185186,0.38095238095238093,0.5892282958199357,15.0,15.0,0.017727272727272727,0.008727272727272728,2,0.1658778987221959,0.6290322580645161,0.07764068612699368,1.3818228085274892e-05,63,13.0,1,0.2994,0.2994
4063,0.1049382716049383,0.2857142857142857,0.2512057877813505,16.0,16.0,0.9393939393939394,0.02181818181818182,2,0.08542356838618079,0.44193548387096776,0.14685525127896482,2.750294672045051e-05,184,11.0,1,0.1996,0.1996
4064,0.4950617283950616,0.19047619047619047,0.409967845659164,16.0,16.0,0.016363636363636365,0.010545454545454545,2,0.19545669663984855,0.4973870967741935,0.07463135720734276,2.1294757290834252e-05,265,12.0,0,0.2396,0.2396
4065,0.33333333333333326,0.3333333333333333,0.4083601286173635,16.0,16.0,0.9090909090909091,0.010545454545454545,2,0.12328442972077615,0.45161290322580644,0.0806500150466446,1.4485775335771261e-05,59,11.0,1,0.2396,0.2396
4066,0.33333333333333326,0.38095238095238093,0.4083601286173635,16.0,16.0,0.9090909090909091,0.009090909090909092,2,0.12328442972077615,0.5161290322580645,0.08215467950647007,1.4485775335771261e-05,59,10.0,1,0.2396,0.2396
4067,0.33333333333333326,0.19047619047619047,0.4083601286173635,14.0,14.0,0.9090909090909091,0.005818181818181819,2,0.12446758163748224,0.5161290322580645,0.08290701173638279,1.4485775335771261e-05,59,11.0,0,0.2398,0.2398
4069,0.40123456790123435,0.2857142857142857,0.34807073954983925,16.0,16.0,0.9090909090909091,0.0006765454545454546,2,0.12801703738760056,0.532258064516129,0.10021065302437557,1.6154643462012183e-05,179,13.0,1,0.2394,0.2394
4070,0.33333333333333326,0.14285714285714285,0.33400321543408373,14.0,14.0,0.9090909090909091,0.003011636363636364,2,0.12896355892096542,0.532258064516129,0.10246764971411376,1.5487096211515815e-05,78,8.0,1,0.2394,0.2394
4072,0.40987654320987654,0.047619047619047616,0.34284565916398724,16.0,16.0,0.9090909090909091,0.002907636363636364,2,0.13038334122101278,0.532258064516129,0.0978784231116461,2.1828795091231347e-05,269,7.0,1,0.2398,0.2398
4073,0.12962962962962954,0.38095238095238093,0.22950160771704198,16.0,16.0,0.9090909090909091,0.016614545454545455,2,0.10080454330336015,0.46774193548387094,0.12691844718627746,1.248313358428214e-05,156,11.0,1,0.1996,0.1996
4075,0.09876543209876543,0.2857142857142857,0.2234726688102895,16.0,16.0,0.8333333333333334,0.008587454545454546,2,0.09962139138665405,0.532258064516129,0.1302287089978935,1.5487096211515815e-05,156,7.0,1,0.1996,0.1996
4077,0.4691358024691359,0.23809523809523808,0.41036977491961424,16.0,16.0,0.6060606060606061,0.016346909090909092,2,0.23095125414103168,0.5548387096774193,0.12955160999097204,2.349766321747227e-05,183,12.0,1,0.24960000000000002,0.24960000000000002
4080,0.4135802469135801,0.047619047619047616,0.4083601286173635,16.0,16.0,0.9090909090909091,0.005454545454545455,2,0.12801703738760056,0.532258064516129,0.11488113150767382,1.4152001710523077e-05,287,7.0,1,0.2394,0.2394
4081,0.34197530864197545,0.4761904761904761,0.407154340836013,14.0,14.0,0.6060606060606061,0.02181818181818182,2,0.22740179839091337,0.532258064516129,0.09945832079446285,1.3818228085274892e-05,45,11.0,1,0.24960000000000002,0.24960000000000002
4082,0.22839506172839497,0.6190476190476191,0.24557877813504825,16.0,16.0,0.8333333333333334,0.01801818181818182,2,0.11150023663038335,0.532258064516129,0.09577189286789045,1.7489737963004935e-05,89,11.0,1,0.2172,0.2172
4083,0.5037037037037038,0.19047619047619047,0.5711414790996785,17.0,17.0,0.024242424242424242,0.004,2,0.29010884997633696,0.6022258064516129,0.06710803490821549,2.349766321747227e-05,101,11.0,0,0.2736,0.2736
4085,0.5925925925925928,0.14285714285714285,0.647508038585209,16.0,16.0,0.02303030303030303,0.005476363636363637,2,0.4202555608140085,0.532258064516129,0.08892566957568462,3.317709834966966e-05,147,12.0,1,0.4358,0.4358
4086,0.406172839506173,0.0,0.4087620578778135,16.0,16.0,0.946969696969697,0.0007272727272727273,2,0.10790345480359678,0.532258064516129,0.08365934396629551,2.369792739262118e-05,243,7.0,0,0.1998,0.1998
4087,0.4444444444444444,0.09523809523809523,0.41036977491961424,16.0,16.0,0.6060606060606061,0.002690909090909091,2,0.2785849503076195,0.532258064516129,0.12503761661149565,2.1161247840734978e-05,85,9.0,1,0.29860000000000003,0.29860000000000003
4089,0.37037037037037046,0.4761904761904761,0.41036977491961424,14.0,14.0,0.9090909090909091,0.009936363636363637,2,0.12884524372929482,0.532258064516129,0.08591634065603371,1.4485775335771261e-05,90,11.0,1,0.2394,0.2394
4090,0.22839506172839497,0.6190476190476191,0.24557877813504825,16.0,16.0,0.8333333333333334,0.018062363636363637,2,0.11150023663038335,0.532258064516129,0.09577189286789045,1.7489737963004935e-05,89,11.0,1,0.2172,0.2172
4091,0.5037037037037038,0.14285714285714285,0.5711414790996785,17.0,17.0,0.025757575757575757,0.004145454545454546,2,0.40842404164694746,0.532258064516129,0.07538368943725551,2.349766321747227e-05,101,11.0,1,0.3912,0.3912
4092,0.1049382716049383,0.42857142857142855,0.2512057877813505,16.0,16.0,0.9393939393939394,0.006902,2,0.10080454330336015,0.49032258064516127,0.10103821847727959,2.750294672045051e-05,184,11.0,1,0.1996,0.1996
4093,0.09876543209876543,0.3333333333333333,0.2234726688102895,16.0,16.0,0.8333333333333334,0.013954727272727273,2,0.09962139138665405,0.532258064516129,0.1302287089978935,1.5487096211515815e-05,156,7.0,1,0.1996,0.1996
4095,0.4925925925925927,0.09523809523809523,0.542202572347267,17.0,17.0,0.02090909090909091,0.004506909090909091,2,0.25461429247515377,0.532258064516129,0.054619319891664166,2.4165210467968652e-05,119,8.0,0,0.26980000000000004,0.26980000000000004
4096,0.4814814814814816,0.6190476190476191,0.679662379421222,16.0,16.0,0.025757575757575757,0.016363636363636365,2,0.26171320397539044,0.6129032258064516,0.03174842010231719,2.883804122144325e-05,222,11.0,0,0.47200000000000003,0.47200000000000003
4097,0.09876543209876543,0.2857142857142857,0.2234726688102895,16.0,16.0,0.8333333333333334,0.012733818181818183,2,0.09962139138665405,0.532258064516129,0.1302287089978935,1.5487096211515815e-05,156,7.0,1,0.1996,0.1996
4098,0.5925925925925928,0.19047619047619047,0.647508038585209,17.0,17.0,0.02090909090909091,0.008272727272727274,2,0.38476100331282537,0.5967741935483871,0.06710803490821549,3.317709834966966e-05,147,11.0,1,0.4358,0.4358
4100,0.37037037037037046,0.5238095238095237,0.3882636655948555,14.0,14.0,0.7878787878787878,0.013636363636363637,2,0.007808802650260294,0.532258064516129,0.07463135720734276,1.4485775335771261e-05,90,12.0,1,0.2394,0.2394
4102,0.45679012345679015,0.42857142857142855,0.529742765273312,17.0,17.0,0.016212121212121212,0.007272727272727274,2,0.29010884997633696,0.6129032258064516,0.09720132410472465,9.679435132197391e-06,189,10.0,0,0.42860000000000004,0.42860000000000004
4104,0.35185185185185186,0.4761904761904761,0.5892282958199357,15.0,15.0,0.017575757575757574,0.011090909090909092,2,0.16706105063890203,0.0,0.06409870598856457,1.3150680834778523e-05,63,11.0,0,0.2994,0.2994
4105,0.4320987654320987,0.42857142857142855,0.647508038585209,15.0,15.0,0.015151515151515152,0.02290909090909091,2,0.23095125414103168,0.532258064516129,0.04446283478784232,3.150823022342874e-05,289,11.0,1,0.4988,0.4988
4106,0.39506172839506193,0.23809523809523808,0.6093247588424437,16.0,16.0,0.9090909090909091,0.005454545454545455,2,0.14813061997160434,0.6129032258064516,0.09058080048149264,1.3150680834778523e-05,163,13.0,0,0.2746,0.2746
4107,0.40123456790123435,0.19047619047619047,0.5711414790996785,16.0,16.0,0.015606060606060606,0.014053272727272728,2,0.15759583530525317,0.532258064516129,0.09223593138730063,2.6835399469954128e-05,165,13.0,1,0.2924,0.2924
4108,0.35185185185185186,0.4761904761904761,0.41036977491961424,14.0,14.0,0.9090909090909091,0.02,2,0.12920018930430666,0.5451612903225806,0.0904303340355101,1.782351158825312e-05,180,12.0,1,0.2394,0.2394
4109,0.09876543209876543,0.19047619047619047,0.2234726688102895,16.0,16.0,0.8333333333333334,0.004636727272727273,2,0.09962139138665405,0.532258064516129,0.1302287089978935,1.5487096211515815e-05,156,7.0,1,0.1996,0.1996
4110,0.3024691358024689,0.3333333333333333,0.289790996784566,16.0,16.0,0.8333333333333334,0.010385454545454547,2,0.09962139138665405,0.532258064516129,0.14234125789948843,1.782351158825312e-05,160,7.0,0,0.1996,0.1996
4111,0.5185185185185184,0.3333333333333333,0.7077974276527332,16.0,16.0,0.02590909090909091,0.017636363636363638,2,0.4202555608140085,0.532258064516129,0.03219981944026482,3.384464560016603e-05,290,12.0,0,0.551,0.551
4112,0.1049382716049383,0.2857142857142857,0.2512057877813505,16.0,16.0,0.9393939393939394,0.009430545454545455,2,0.10080454330336015,0.49032258064516127,0.10103821847727959,2.750294672045051e-05,184,11.0,1,0.1996,0.1996
4113,0.22839506172839497,0.6190476190476191,0.24557877813504825,13.0,13.0,0.9090909090909091,0.009586363636363638,2,0.12659725508755323,0.532258064516129,0.09990972013241048,1.7489737963004935e-05,89,13.0,1,0.2394,0.2394
4114,0.40123456790123435,0.42857142857142855,0.34807073954983925,16.0,16.0,0.6060606060606061,0.009090909090909092,2,0.21911973497397064,0.5,0.1363226000601866,1.6154643462012183e-05,179,13.0,1,0.24960000000000002,0.24960000000000002
4115,0.22839506172839497,0.5238095238095237,0.24557877813504825,13.0,13.0,0.9090909090909091,0.015441636363636364,2,0.12647893989588263,0.532258064516129,0.09990972013241048,1.7489737963004935e-05,89,13.0,1,0.2394,0.2394
4116,0.40000000000000013,0.2857142857142857,0.411977491961415,16.0,16.0,0.9090909090909091,0.0076363636363636364,2,0.12446758163748224,0.5298709677419354,0.0783930183569064,2.089422894053643e-05,69,11.0,1,0.2398,0.2398
4117,0.4506172839506173,0.19047619047619047,0.5912379421221865,16.0,16.0,0.015303030303030303,0.003911818181818182,2,0.15617605300520587,0.532258064516129,0.09923262112548903,3.117445659818055e-05,186,9.0,0,0.2924,0.2924
4118,0.8345679012345679,0.38095238095238093,0.7801446945337622,17.0,17.0,0.026363636363636363,0.009090909090909092,2,0.4439185991481306,0.7161290322580646,0.07974721637074933,1.1148039083289403e-05,4,11.0,0,0.3936,0.3936
4120,0.2925925925925925,0.19047619047619047,0.31028938906752423,16.0,16.0,0.9090909090909091,0.009636363636363637,2,0.12920018930430666,0.4838709677419355,0.12609088173337346,1.6488417087260368e-05,273,13.0,1,0.2398,0.2398
4121,0.2777777777777779,0.2857142857142857,0.29782958199356924,16.0,16.0,0.9090909090909091,0.01290909090909091,2,0.10080454330336015,0.4838709677419355,0.12052362323201929,1.849105883874949e-05,160,13.0,0,0.1996,0.1996
4122,0.33333333333333326,0.19047619047619047,0.4083601286173635,16.0,16.0,0.9090909090909091,0.008727272727272728,2,0.12446758163748224,0.45161290322580644,0.08290701173638279,1.4485775335771261e-05,59,11.0,0,0.2398,0.2398
4123,0.4135802469135801,0.23809523809523808,0.41036977491961424,16.0,16.0,0.9090909090909091,0.010181818181818183,2,0.13038334122101278,0.5806451612903226,0.10773397532350285,1.4819548961019446e-05,157,11.0,1,0.2394,0.2394
4124,0.4691358024691359,0.23809523809523808,0.41036977491961424,16.0,16.0,0.6060606060606061,0.01090909090909091,2,0.23095125414103168,0.5548387096774193,0.12955160999097204,2.349766321747227e-05,183,12.0,1,0.24960000000000002,0.24960000000000002
4125,0.4259259259259258,0.09523809523809523,0.4083601286173635,16.0,16.0,0.9090909090909091,0.009090909090909092,2,0.12801703738760056,0.532258064516129,0.09216069816430936,1.5687360386664725e-05,253,8.0,1,0.2398,0.2398
4126,0.1049382716049383,0.3333333333333333,0.2512057877813505,16.0,16.0,0.9393939393939394,0.02181818181818182,2,0.08542356838618079,0.44193548387096776,0.14685525127896482,2.750294672045051e-05,184,11.0,1,0.1996,0.1996
4127,0.33333333333333326,0.5714285714285714,0.321945337620579,16.0,16.0,0.9090909090909091,0.009090909090909092,2,0.12920018930430666,0.5032258064516129,0.08591634065603371,2.216256871647953e-05,175,11.0,1,0.2394,0.2394
4128,0.40123456790123435,0.047619047619047616,0.5711414790996785,15.0,15.0,0.8333333333333334,0.005454545454545455,2,0.13807382867960244,0.532258064516129,0.14316882335239242,2.6835399469954128e-05,165,8.0,1,0.2924,0.2924
4129,0.40123456790123435,0.0,0.3500803858520902,16.0,16.0,0.9090909090909091,0.0006943636363636364,2,0.12801703738760056,0.532258064516129,0.1151068311766476,1.6154643462012183e-05,179,7.0,1,0.2394,0.2394
4130,0.4506172839506173,0.14285714285714285,0.41036977491961424,16.0,16.0,0.9090909090909091,0.0014227272727272728,2,0.13007572172266918,0.532258064516129,0.0945681613000301,1.4485775335771261e-05,90,8.0,0,0.2394,0.2394
4131,0.35185185185185186,0.3333333333333333,0.5892282958199357,15.0,15.0,0.017727272727272727,0.012727272727272728,2,0.1658778987221959,0.6290322580645161,0.0806500150466446,1.3818228085274892e-05,63,13.0,1,0.2994,0.2994
4132,0.23456790123456783,0.14285714285714285,0.289790996784566,16.0,16.0,0.9090909090909091,0.004988363636363636,2,0.10080454330336015,0.4838709677419355,0.12052362323201929,1.8157285213501304e-05,160,13.0,0,0.1996,0.1996
4133,0.35185185185185186,0.4761904761904761,0.5188906752411577,16.0,16.0,0.9090909090909091,0.007395090909090909,2,0.14813061997160434,0.5290322580645161,0.06725850135419803,2.6501625844705943e-05,165,13.0,1,0.2746,0.2746
4134,0.39382716049382727,0.047619047619047616,0.5892282958199357,16.0,16.0,0.01712121212121212,0.01090909090909091,2,0.29010884997633696,0.532258064516129,0.13481793560036112,1.248313358428214e-05,86,10.0,1,0.29860000000000003,0.29860000000000003
4135,0.40123456790123435,0.23809523809523808,0.3500803858520902,15.0,15.0,0.9090909090909091,0.006018181818181818,2,0.12801703738760056,0.532258064516129,0.11646102919049053,1.6154643462012183e-05,179,7.0,0,0.2394,0.2394
4136,0.40123456790123435,0.6666666666666665,0.6093247588424437,16.0,16.0,0.01575757575757576,0.014545454545454547,2,0.1658778987221959,0.5709677419354838,0.05958471260908819,1.8824832463997673e-05,177,13.0,1,0.31720000000000004,0.31720000000000004
4137,0.09876543209876543,0.19047619047619047,0.2234726688102895,16.0,16.0,0.8333333333333334,0.010532545454545456,2,0.09962139138665405,0.532258064516129,0.1302287089978935,1.5487096211515815e-05,156,7.0,1,0.1996,0.1996
4138,0.4506172839506173,0.047619047619047616,0.41036977491961424,16.0,16.0,0.9090909090909091,0.0015454545454545456,2,0.13007572172266918,0.532258064516129,0.10472464640385196,1.4485775335771261e-05,90,8.0,1,0.2394,0.2394
4139,0.35185185185185186,0.5714285714285714,0.5811897106109325,15.0,15.0,0.01787878787878788,0.01090909090909091,2,0.16706105063890203,0.532258064516129,0.07463135720734276,1.2816907209530325e-05,63,11.0,1,0.2994,0.2994
4141,0.35185185185185186,0.4761904761904761,0.352090032154341,14.0,14.0,0.9090909090909091,0.02181818181818182,2,0.12920018930430666,0.5161290322580645,0.08666867288594646,1.6154643462012183e-05,179,13.0,1,0.2394,0.2394
4143,0.4814814814814816,0.5714285714285714,0.679662379421222,16.0,16.0,0.025757575757575757,0.01381818181818182,2,0.26171320397539044,0.6129032258064516,0.03174842010231719,2.883804122144325e-05,222,11.0,0,0.47200000000000003,0.47200000000000003
4144,0.40123456790123435,0.09523809523809523,0.5711414790996785,16.0,16.0,0.9090909090909091,0.006363636363636364,2,0.13866540463795549,0.532258064516129,0.1429431236834186,2.6835399469954128e-05,165,13.0,1,0.2924,0.2924
4145,0.35185185185185186,0.38095238095238093,0.5892282958199357,15.0,15.0,0.017727272727272727,0.0035783636363636365,2,0.1658778987221959,0.6290322580645161,0.07764068612699368,1.3818228085274892e-05,63,13.0,1,0.2994,0.2994
4146,0.3407407407407408,0.5238095238095237,0.5257234726688105,16.0,16.0,0.9848484848484849,0.01252109090909091,2,0.16706105063890203,0.5483870967741935,0.052738489316882346,1.2015850508934682e-05,53,12.0,1,0.31920000000000004,0.31920000000000004
4147,0.4691358024691359,0.23809523809523808,0.41036977491961424,16.0,16.0,0.6060606060606061,0.018181818181818184,2,0.23095125414103168,0.5548387096774193,0.12955160999097204,2.349766321747227e-05,183,12.0,1,0.24960000000000002,0.24960000000000002
4148,0.39506172839506193,0.3333333333333333,0.6093247588424437,15.0,15.0,0.9090909090909091,0.012727272727272728,2,0.14813061997160434,0.6129032258064516,0.09058080048149264,1.3150680834778523e-05,163,13.0,0,0.2746,0.2746
4149,0.3024691358024689,0.3333333333333333,0.289790996784566,16.0,16.0,0.8333333333333334,0.009697818181818182,2,0.09962139138665405,0.532258064516129,0.14234125789948843,1.782351158825312e-05,160,7.0,0,0.1996,0.1996
4150,0.33333333333333326,0.2857142857142857,0.4083601286173635,16.0,16.0,0.9090909090909091,0.007556,2,0.12328442972077615,0.45161290322580644,0.0806500150466446,1.4485775335771261e-05,59,11.0,1,0.2396,0.2396
4151,0.08024691358024683,0.5714285714285714,0.20940514469453397,12.0,12.0,0.9393939393939394,0.0018181818181818184,2,0.0676762896355892,0.44193548387096776,0.09494432741498646,1.1481812708537587e-05,154,12.0,1,0.1592,0.1592
4152,0.4135802469135801,0.2857142857142857,0.41036977491961424,16.0,16.0,0.9090909090909091,0.004618727272727273,2,0.13038334122101278,0.5806451612903226,0.10773397532350285,1.4819548961019446e-05,157,11.0,1,0.2394,0.2394
4153,0.35185185185185186,0.42857142857142855,0.5892282958199357,15.0,15.0,0.017727272727272727,0.009600000000000001,2,0.1658778987221959,0.6290322580645161,0.07764068612699368,1.3818228085274892e-05,63,13.0,1,0.2994,0.2994
4154,0.5185185185185184,0.19047619047619047,0.7077974276527332,16.0,16.0,0.022272727272727274,0.01090909090909091,2,0.4001419782300047,0.532258064516129,0.04965392717424016,3.384464560016603e-05,290,12.0,1,0.4786,0.4786
4155,0.40123456790123435,0.5238095238095237,0.34807073954983925,16.0,16.0,0.9090909090909091,0.016826,2,0.12801703738760056,0.532258064516129,0.11224796870297923,1.6154643462012183e-05,179,11.0,1,0.2394,0.2394
4156,0.8345679012345679,0.38095238095238093,0.7801446945337622,17.0,17.0,0.026363636363636363,0.005090909090909091,2,0.4439185991481306,0.7161290322580646,0.07974721637074933,1.1148039083289403e-05,4,11.0,0,0.3936,0.3936
