,bt,km,ownerno,oem,model,insurance validity,fuel type,transmission,mileage,engine,torque,engine and transmission,displacement,no of cylinder,values per cylinder,dimensions & capacity,length,width,height,seating capacity,turning radius,top speed,no door numbers,wheel size,alloy wheel size,city,bhp,rpm,reg_age,price_in_lakhs
6130,2,49580,1,8,66,2,4,1,16.0,1198,110.0,11.0,1198,4.0,4.0,7.0,3900,1695,1535,5,49,165.0,5,15.0,15.0,4,90.0,6200.0,14,3.25
6131,7,56031,2,17,147,5,1,1,16.0,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,185.0,5,17.0,17.0,4,140.0,140.0,7,11.95
6132,4,15285,1,13,105,2,1,0,18.9,1493,250.0,9.0,1493,4.0,4.0,5.0,4540,1800,1708,7,53,165.0,5,16.0,16.0,4,11441.0,114.0,2,17.9
6133,2,4437,1,29,273,5,4,1,19.01,1199,113.0,7.0,1199,3.0,4.0,5.0,3765,1677,1535,5,53,165.0,5,16.0,16.0,4,8482.0,6000.0,2,5.9
6134,2,24590,1,20,184,5,4,1,20.51,998,90.0,11.0,998,3.0,4.0,8.0,3599,1495,1700,5,46,152.0,5,16.0,16.0,4,6704.0,6200.0,6,4.1
6135,2,20000,1,20,157,5,4,1,21.01,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,165.0,5,16.0,16.0,4,8180.0,6000.0,2,7.0
6136,2,70456,1,9,90,2,4,1,18.5,1197,113.7,11.0,1197,4.0,4.0,7.0,3995,1710,1505,5,53,165.0,5,14.0,14.0,4,8285.0,6000.0,11,3.25
6137,8,20000,1,28,250,5,4,1,19.47,999,178.0,9.0,999,3.0,4.0,7.0,4541,1752,1507,5,53,165.0,4,16.0,16.0,4,11398.0,113.0,2,14.9
6138,2,120000,1,9,90,5,4,1,18.5,1197,113.7,11.0,1197,4.0,4.0,7.0,3995,1710,1505,5,53,165.0,5,14.0,14.0,4,8285.0,6000.0,11,3.11
6139,8,50889,2,9,86,5,1,1,23.9,1582,259.9,13.0,1582,4.0,4.0,5.0,4375,1700,1475,5,52,190.0,4,16.0,16.0,4,1262.0,126.0,8,7.01
6140,2,76043,1,20,179,2,4,1,22.38,1197,113.0,7.0,1197,4.0,4.0,8.0,3845,1735,1530,5,48,165.0,5,16.0,16.0,4,8850.0,6000.0,12,3.71
6141,7,10200,1,21,206,2,4,0,11.5,1991,370.0,10.0,1991,4.0,4.0,8.0,4656,1890,1639,5,53,222.0,5,18.0,18.0,4,245.0,245.0,5,54.0
6142,2,55890,1,9,77,2,4,1,18.9,1197,114.0,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,14.0,14.0,4,82.0,6000.0,10,3.49
6143,2,81984,2,8,66,4,4,1,18.7,1199,110.0,11.0,1199,4.0,4.0,5.0,3955,1694,1544,5,51,172.0,5,15.0,15.0,4,887.0,6000.0,8,4.75
6144,2,70123,2,8,61,2,4,1,19.4,1198,109.0,11.0,1198,4.0,4.0,7.0,3610,1680,1500,5,45,164.0,5,16.0,16.0,4,868.0,6000.0,10,2.9
6145,2,60000,1,27,238,5,4,1,22.3,799,72.0,11.0,799,3.0,4.0,5.0,3731,1579,1474,5,49,165.0,5,16.0,16.0,4,5326.0,5600.0,3,4.45
6146,2,100000,4,9,89,5,4,1,19.81,1086,99.04,11.0,1086,4.0,3.0,7.0,3585,1595,1550,5,47,165.0,5,16.0,16.0,4,6805.0,5500.0,14,1.8
6147,2,110000,3,20,154,5,4,1,19.7,796,62.0,12.0,796,3.0,4.0,8.0,3495,1475,1460,5,46,137.0,5,12.0,12.0,4,463.0,6200.0,14,1.5
6148,8,40000,1,20,163,5,4,1,21.56,1462,138.0,12.0,1462,4.0,4.0,6.0,4490,1730,1485,5,54,165.0,4,15.0,15.0,4,10325.0,103.0,5,6.9
6149,7,90000,1,30,285,5,1,1,14.24,2755,420.0,11.0,2755,4.0,4.0,6.0,4795,1855,1835,7,58,165.0,5,17.0,17.0,4,1745.0,174.0,6,30.0
6150,2,50000,1,27,238,5,4,1,23.01,999,91.0,11.0,999,3.0,4.0,5.0,3679,1579,1478,5,49,155.8,5,16.0,16.0,4,67.0,5500.0,7,3.6
6151,8,50000,1,20,180,5,4,0,21.21,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1735,1515,5,48,165.0,4,15.0,15.0,4,8180.0,6000.0,4,7.5
6152,8,56805,1,20,180,2,1,1,23.4,1248,190.0,12.0,1248,4.0,4.0,8.0,3995,1695,1555,5,48,162.0,4,14.0,14.0,4,74.0,4000.0,11,4.75
6153,2,120000,2,31,300,5,1,1,20.14,1498,230.0,13.0,1498,4.0,4.0,8.0,3971,1682,1469,5,497,163.0,5,16.0,16.0,4,88.0,4200.0,8,4.25
6154,8,120000,2,8,63,5,4,1,17.0,1497,146.0,11.0,1497,4.0,4.0,5.0,4420,1695,1480,5,53,165.0,4,15.0,15.0,4,1186600.0,118.0,13,3.2
6155,2,90000,2,9,77,5,1,1,24.0,1186,190.24,11.0,1186,3.0,4.0,7.0,3765,1660,1520,5,48,151.63,5,14.0,14.0,4,7397.0,4000.0,5,5.0
6156,8,100000,2,31,305,5,1,1,20.54,1598,250.0,11.0,1598,4.0,4.0,6.0,4384,1699,1466,5,54,186.0,4,15.0,15.0,4,1036.0,103.0,10,4.35
6157,8,70705,1,21,200,2,1,0,15.0,2143,500.0,11.0,2143,4.0,4.0,8.0,4879,2071,1474,5,53,242.0,4,17.0,17.0,4,204.0,204.0,9,27.5
6158,8,75000,1,20,180,2,1,1,19.3,1248,190.0,13.0,1248,4.0,4.0,7.0,4160,1690,1530,5,47,165.0,4,14.0,14.0,4,739.0,4000.0,10,5.25
6159,2,17587,1,4,39,4,4,1,21.7,999,91.0,11.0,999,3.0,4.0,5.0,3435,1574,1546,5,47,165.0,5,16.0,16.0,4,6705.0,5550.0,4,3.62
6160,2,27153,2,9,81,2,4,1,20.3,1086,99.0,11.0,1086,4.0,3.0,7.0,3610,1645,1560,5,53,165.0,5,16.0,16.0,4,68.0,5500.0,5,4.55
6161,7,90000,2,17,144,5,1,1,16.55,2498,247.0,11.0,2498,4.0,4.0,7.0,3920,1726,1930,6,575,165.0,3,16.0,16.0,4,105.0,105.0,13,5.0
6162,8,104243,1,20,180,2,1,1,19.3,1248,190.0,13.0,1248,4.0,4.0,7.0,4160,1690,1530,5,47,165.0,4,14.0,14.0,4,739.0,4000.0,12,3.8
6163,8,25791,1,8,63,2,4,0,18.0,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,4,1173.0,117.0,6,8.51
6164,7,120000,2,30,285,5,1,1,11.5,2982,343.0,11.0,2982,4.0,4.0,8.0,4695,1840,1850,7,59,176.0,5,17.0,17.0,4,171.0,171.0,14,8.15
6165,8,70000,2,11,99,5,1,0,16.36,2179,450.0,11.0,2179,4.0,4.0,8.0,4961,1877,1460,5,575,225.0,4,20.0,20.0,4,1877.0,187.0,11,14.0
6166,7,60000,1,9,85,5,4,1,17.52,1197,115.0,7.0,1197,4.0,4.0,6.0,3995,1770,1605,5,53,165.0,5,16.0,16.0,4,8186.0,6000.0,3,6.9
6167,7,17580,1,20,183,2,4,1,17.03,1462,138.0,8.0,1462,4.0,4.0,6.0,3995,1790,1640,5,52,165.0,5,16.0,16.0,4,10326.0,103.0,3,8.9
6168,7,120000,2,17,147,5,1,1,15.1,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,175.0,5,17.0,17.0,4,140.0,140.0,12,3.3
6169,7,39109,1,20,183,5,4,1,17.03,1462,138.0,8.0,1462,4.0,4.0,6.0,3995,1790,1640,5,52,165.0,5,16.0,16.0,4,10326.0,103.0,4,8.11
6170,7,20000,1,20,183,5,4,1,17.03,1462,138.0,8.0,1462,4.0,4.0,6.0,3995,1790,1640,5,52,165.0,5,16.0,16.0,4,10326.0,103.0,2,8.95
6171,7,80000,1,8,69,5,1,1,25.5,1498,200.0,11.0,1498,4.0,4.0,5.0,3999,1734,1601,5,53,176.0,5,16.0,16.0,4,986.0,3600.0,6,6.5
6172,2,20000,1,20,160,5,4,1,25.24,998,89.0,7.0,998,3.0,4.0,8.0,3695,1655,1555,5,53,165.0,5,16.0,16.0,4,6571.0,5500.0,2,5.9
6173,4,120000,2,30,289,5,1,1,12.8,2494,20.4,11.0,2494,4.0,4.0,8.0,4580,1770,1755,8,54,151.0,5,15.0,15.0,4,102.0,102.0,17,3.0
6174,2,70000,2,20,179,5,4,1,22.0,1197,113.0,10.0,1197,4.0,4.0,8.0,3840,1735,1530,5,48,165.0,5,16.0,16.0,4,8180.0,6000.0,9,4.45
6175,8,70000,2,8,63,5,4,0,18.0,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,4,1173.0,117.0,8,6.5
6176,2,110000,3,20,154,5,4,1,19.7,796,62.0,12.0,796,3.0,4.0,8.0,3495,1475,1460,5,46,137.0,5,12.0,12.0,4,463.0,6200.0,14,1.5
6177,2,70000,1,31,300,5,4,1,16.47,1198,110.0,10.0,1198,3.0,4.0,5.0,3970,1682,1453,5,497,162.9,5,15.0,15.0,4,739.0,5400.0,13,3.0
6178,7,9106,1,12,101,2,1,1,17.1,1956,350.0,11.0,1956,4.0,4.0,5.0,4395,1818,1640,5,53,165.0,5,16.0,16.0,4,170.0,170.0,4,18.9
6179,8,90239,1,8,59,5,4,1,19.5,1199,110.0,11.0,1199,4.0,4.0,5.0,3995,1695,1501,5,45,160.0,4,14.0,14.0,4,8876.0,6000.0,5,5.79
6180,2,31608,2,9,74,2,4,1,20.3,998,94.14,11.0,998,3.0,4.0,7.0,3515,1550,1510,5,46,140.0,5,16.0,16.0,4,6805.0,6200.0,10,2.98
6181,8,58740,1,8,59,5,4,1,19.5,1199,110.0,11.0,1199,4.0,4.0,5.0,3995,1695,1501,5,47,140.0,4,16.0,16.0,4,8876.0,6000.0,5,5.95
6182,2,73398,2,9,90,4,4,1,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,4,8183.0,6000.0,6,5.44
6183,8,29393,1,20,163,4,4,0,20.28,1462,138.0,12.0,1462,4.0,4.0,6.0,4490,1730,1485,5,54,165.0,4,16.0,16.0,4,10325.0,103.0,5,8.95
6184,2,100000,2,31,300,5,1,1,20.14,1498,230.0,13.0,1498,4.0,4.0,8.0,3971,1682,1469,5,497,163.0,5,16.0,16.0,4,88.0,4200.0,8,4.25
6185,8,150000,2,8,68,5,4,1,12.8,2354,222.0,11.0,2354,4.0,4.0,7.0,4950,1845,1475,5,56,165.0,4,16.0,16.0,4,1776.0,177.0,16,2.44
6186,7,150000,1,30,285,5,1,1,13.0,2982,343.0,11.0,2982,4.0,4.0,8.0,4705,1840,1850,7,56,176.0,5,17.0,17.0,4,1685.0,168.0,11,15.55
6187,8,40000,2,0,4,5,1,0,17.68,1968,380.0,11.0,1968,4.0,4.0,8.0,4915,2086,1455,5,595,222.0,4,17.0,17.0,4,17433.0,174.0,11,14.5
6188,2,30000,2,27,238,5,4,0,23.01,999,91.0,11.0,999,3.0,4.0,5.0,3679,1579,1478,5,49,155.8,5,16.0,16.0,4,67.0,5500.0,5,3.7
6189,7,44354,1,13,107,2,1,0,18.0,1493,250.0,9.0,1493,4.0,4.0,5.0,4315,1800,1645,5,53,165.0,5,17.0,17.0,4,11343.0,113.0,5,15.25
6190,2,65000,2,27,238,2,4,1,23.01,999,91.0,11.0,999,3.0,4.0,5.0,3679,1579,1478,5,49,155.8,5,16.0,16.0,4,67.0,5500.0,8,2.9
6191,2,79700,1,20,179,2,1,1,28.4,1248,190.0,10.0,1248,4.0,4.0,8.0,3840,1735,1530,5,48,165.0,5,16.0,16.0,4,74.0,4000.0,8,5.25
6192,4,120000,2,30,289,5,1,1,12.8,2494,20.4,11.0,2494,4.0,4.0,8.0,4580,1770,1755,8,54,151.0,5,15.0,15.0,4,102.0,102.0,17,2.85
6193,2,30000,1,20,157,5,4,1,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,4,831.0,6000.0,5,6.5
6194,7,45204,1,13,108,2,1,0,18.9,1493,250.0,9.0,1493,4.0,4.0,5.0,3995,1790,1642,5,53,165.0,5,16.0,16.0,4,11342.0,113.0,3,13.25
6195,2,81000,1,9,90,2,1,1,22.54,1396,219.7,11.0,1396,4.0,4.0,7.0,3985,1734,1505,5,52,180.0,5,16.0,16.0,4,8873.0,4000.0,7,5.75
6196,8,120000,1,8,63,5,4,1,17.7,1497,12.7,13.0,1497,4.0,2.0,5.0,4390,1695,1495,5,49,173.0,4,14.0,14.0,4,78.0,500.0,16,1.7
6197,2,40000,2,9,78,5,4,1,20.7,1197,113.8,8.0,1197,4.0,4.0,5.0,3805,1680,1520,5,53,165.0,5,14.0,14.0,4,8186.0,6000.0,4,5.9
6198,2,33236,2,9,90,6,4,0,17.4,1197,117.0,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,151.11,5,16.0,16.0,4,8186.0,6000.0,5,7.53
6199,2,50000,2,9,77,5,4,0,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,163.0,5,16.0,16.0,4,8186.0,6000.0,10,4.25
6200,2,47214,1,20,157,2,4,1,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,4,831.0,6000.0,5,5.87
6201,2,54670,2,9,78,5,4,1,20.7,1197,113.8,8.0,1197,4.0,4.0,5.0,3805,1680,1520,5,53,165.0,5,15.0,15.0,4,8186.0,6000.0,5,5.8
6202,8,30000,2,8,59,5,4,1,17.8,1198,109.0,11.0,1198,4.0,4.0,5.0,3990,1680,1505,5,45,140.0,4,16.0,16.0,4,867.0,6000.0,6,5.3
6203,7,120000,1,17,126,5,1,1,15.96,2523,195.0,10.0,2523,4.0,2.0,5.0,4017,1745,1880,7,54,117.0,5,15.0,15.0,4,62.0,3200.0,11,4.0
6204,8,120000,2,29,278,5,4,1,17.57,1193,140.0,11.0,1193,4.0,2.0,5.0,3995,1706,1570,5,51,154.0,4,15.0,15.0,4,887.0,5000.0,8,3.0
6205,7,125000,1,30,285,2,1,0,12.55,2982,360.0,11.0,2982,4.0,4.0,8.0,4705,1840,1850,7,59,176.0,5,17.0,17.0,4,1685.0,168.0,9,15.95
6206,8,100000,1,6,49,5,1,1,25.83,1498,215.0,12.0,1498,4.0,2.0,7.0,3995,1695,1525,5,49,170.0,4,16.0,16.0,4,99.0,3750.0,7,3.8
6207,2,57000,2,9,90,2,4,1,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,4,8183.0,6000.0,7,6.25
6208,2,70000,2,2,33,5,3,1,16.0,995,88.4,13.0,995,4.0,2.0,7.0,3495,1495,1518,5,46,156.0,5,13.0,13.0,4,59.0,5400.0,13,1.6
6209,2,120000,1,31,300,5,1,1,20.14,1498,230.0,13.0,1498,4.0,4.0,8.0,3971,1682,1469,5,497,163.0,5,15.0,15.0,4,88.0,4200.0,7,5.25
6210,2,30000,1,20,157,5,4,1,22.35,1197,113.0,7.0,1197,4.0,4.0,6.0,3990,1745,1500,5,485,165.0,5,16.0,16.0,4,8850.0,6000.0,2,8.5
6211,7,120000,2,6,51,5,1,1,11.4,2953,113.0,4.0,2953,4.0,4.0,7.0,3995,1695,1505,5,53,165.0,5,16.0,16.0,4,8180.0,6000.0,16,3.9
6212,7,3844,1,13,107,5,4,1,16.8,1497,144.0,9.0,1497,4.0,4.0,5.0,4315,1800,1645,5,53,165.0,5,17.0,17.0,4,11343.0,113.0,3,14.9
6213,8,120000,4,2,29,5,1,1,18.3,1991,327.0,11.0,1991,4.0,4.0,7.0,4597,1788,1477,5,54,165.0,4,16.0,16.0,4,1479.0,147.0,13,1.9
6214,2,50000,1,27,238,2,4,1,21.46,999,91.0,7.0,999,3.0,4.0,4.0,3731,1579,1474,5,53,165.0,5,16.0,16.0,4,6706.0,5500.0,4,3.75
6215,7,120000,3,8,62,5,4,1,13.1,2354,190.0,10.0,2354,4.0,4.0,7.0,4575,1820,1680,5,59,165.0,5,17.0,17.0,4,1411.0,141.0,16,1.8
6216,7,80000,2,17,147,5,1,1,16.0,1997,320.0,11.0,1997,4.0,4.0,6.0,4585,1890,1785,7,56,185.0,5,17.0,17.0,4,140.0,140.0,9,9.5
6217,8,94554,1,20,180,2,4,1,22.41,1197,113.0,6.0,1197,4.0,4.0,7.0,3995,1735,1515,5,48,165.0,4,16.0,16.0,4,8850.0,6000.0,12,3.83
6218,2,15991,1,20,157,6,4,1,21.01,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,165.0,5,16.0,16.0,4,8180.0,6000.0,3,7.13
6219,7,70000,3,17,138,5,1,1,12.05,2179,290.0,12.0,2179,4.0,4.0,6.0,4430,1817,1975,7,56,156.0,5,16.0,16.0,4,120.0,120.0,11,5.2
6220,8,72918,1,20,180,5,1,0,28.4,1248,190.0,11.0,1248,4.0,4.0,8.0,3995,1735,1515,5,48,165.0,4,15.0,15.0,4,7402.0,4000.0,7,6.55
6221,2,22982,1,4,39,2,4,0,22.5,999,91.0,11.0,999,3.0,4.0,6.0,3429,1560,1541,5,47,165.0,5,16.0,16.0,4,67.0,5500.0,6,3.13
6222,2,76000,1,9,90,2,1,1,22.54,1396,219.7,11.0,1396,4.0,4.0,7.0,3985,1734,1505,5,52,180.0,5,16.0,16.0,4,8873.0,4000.0,9,5.75
6223,8,115000,1,28,249,5,1,1,21.13,1498,250.0,11.0,1498,4.0,4.0,7.0,4413,1699,1466,5,53,185.0,4,15.0,15.0,4,1086.0,108.0,7,6.75
6224,7,73000,1,20,183,2,1,1,24.3,1248,200.0,12.0,1248,4.0,4.0,6.0,3995,1790,1640,5,52,172.0,5,16.0,16.0,4,885.0,4000.0,6,8.25
6225,7,90000,2,6,51,5,1,0,12.62,2198,385.0,11.0,2198,4.0,4.0,7.0,4892,1860,1837,7,53,165.0,5,18.0,18.0,4,158.0,158.0,8,20.75
6226,2,30000,1,9,81,5,4,1,20.3,1086,99.0,11.0,1086,4.0,3.0,7.0,3610,1645,1560,5,53,165.0,5,16.0,16.0,4,68.0,5500.0,5,4.45
6227,2,80000,2,9,77,5,1,1,24.0,1120,160.0,11.0,1120,3.0,4.0,7.0,3765,1660,1520,5,48,157.0,5,14.0,14.0,4,70.0,4000.0,10,3.5
6228,7,23200,1,21,194,2,4,0,18.9,2996,520.0,8.0,2996,6.0,4.0,6.0,4749,2096,1585,5,53,165.0,5,16.0,16.0,4,38487.0,384.0,1,90.0
6229,7,10000,1,28,246,5,4,1,19.2,999,178.0,9.0,999,3.0,4.0,7.0,4225,1760,1612,5,53,165.0,5,16.0,16.0,4,11398.0,113.0,2,13.0
6230,7,120000,2,17,147,5,1,1,15.1,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,175.0,5,17.0,17.0,4,140.0,140.0,12,3.3
6231,2,10000,1,9,78,5,4,0,20.7,1197,113.8,8.0,1197,4.0,4.0,5.0,3805,1680,1520,5,53,165.0,5,14.0,14.0,4,8186.0,6000.0,2,7.5
6232,2,10000,1,9,78,5,4,0,20.7,1197,113.8,8.0,1197,4.0,4.0,5.0,3805,1680,1520,5,53,165.0,5,14.0,14.0,4,8186.0,6000.0,2,7.5
6233,4,30000,1,27,243,5,4,1,20.0,999,96.0,7.0,999,3.0,4.0,6.0,3991,1739,1643,7,53,165.0,5,16.0,16.0,4,7101.0,6250.0,4,6.7
6234,7,20000,1,20,183,5,4,1,17.03,1462,138.0,8.0,1462,4.0,4.0,6.0,3995,1790,1640,5,52,165.0,5,16.0,16.0,4,10326.0,103.0,2,8.95
6235,2,60000,1,2,26,5,4,1,15.26,1150,110.0,13.0,1150,4.0,2.0,8.0,3880,1670,1495,5,495,155.0,5,13.0,13.0,4,749.0,5500.0,17,900.0
6236,2,107963,1,20,160,2,4,0,26.0,998,89.0,7.0,998,3.0,4.0,8.0,3695,1655,1555,5,53,165.0,5,16.0,16.0,4,6571.0,5500.0,7,3.65
6237,7,121243,2,27,236,4,1,1,19.01,1461,248.0,11.0,1461,4.0,4.0,8.0,4315,1822,1695,5,52,165.0,5,16.0,16.0,4,10845.0,108.0,12,3.47
6238,7,100000,1,29,256,5,1,1,17.0,1956,350.0,12.0,1956,4.0,4.0,5.0,4598,1894,1706,5,53,165.0,4,17.0,17.0,4,1381.0,138.0,4,14.7
6239,2,67194,1,8,61,2,4,1,19.4,1198,109.0,11.0,1198,4.0,4.0,7.0,3610,1680,1500,5,45,164.0,5,16.0,16.0,4,868.0,6000.0,9,3.09
6240,8,69236,2,8,63,2,4,1,17.8,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,4,1173.0,117.0,8,5.86
6241,7,80000,1,8,69,5,1,1,25.5,1498,200.0,11.0,1498,4.0,4.0,5.0,3999,1734,1601,5,53,176.0,5,16.0,16.0,4,986.0,3600.0,5,9.0
6242,7,90000,2,12,101,5,4,1,16.0,1368,250.0,11.0,1368,4.0,4.0,5.0,4395,1818,1640,5,53,186.69,5,16.0,16.0,4,160.0,160.0,6,9.0
6243,7,60000,1,16,122,5,1,1,17.41,1956,350.0,7.0,1956,4.0,4.0,6.0,4655,1835,1760,5,53,165.0,5,17.0,17.0,4,16768.0,167.0,4,15.5
6244,7,80000,2,14,111,5,1,0,12.83,1999,382.0,11.0,1999,4.0,4.0,7.0,4600,2173,1690,7,58,180.0,5,18.0,18.0,4,14831.0,148.0,7,23.0
6245,7,81317,2,14,114,2,1,0,15.68,1999,430.0,11.0,1999,4.0,4.0,8.0,4360,2120,1635,5,565,195.0,5,18.0,18.0,4,177.0,177.0,8,32.0
6246,2,60000,2,9,89,5,4,1,20.36,1197,111.7,13.0,1197,4.0,4.0,7.0,3585,1595,1550,5,53,165.0,4,13.0,13.0,4,789.0,6000.0,9,2.55
6247,7,80000,1,27,236,5,1,1,19.87,1461,200.0,11.0,1461,4.0,4.0,8.0,4315,1822,1695,5,52,156.0,5,16.0,16.0,4,838.0,3750.0,9,3.55
6248,7,60000,2,27,236,5,1,1,19.87,1461,200.0,11.0,1461,4.0,4.0,8.0,4315,1822,1695,5,52,156.0,5,16.0,16.0,4,838.0,3750.0,6,6.5
6249,2,110000,3,9,77,5,1,1,24.0,1120,160.0,11.0,1120,3.0,4.0,7.0,3765,1660,1520,5,48,157.0,5,16.0,16.0,4,70.0,4000.0,10,2.75
6250,8,120000,2,6,53,5,1,1,19.68,1399,160.0,12.0,1399,4.0,2.0,7.0,4282,1686,1468,5,49,165.0,4,16.0,16.0,4,67.0,4000.0,13,1.5
6251,7,110000,2,9,73,5,1,0,17.01,1582,259.9,11.0,1582,4.0,4.0,5.0,4270,1780,1630,5,53,190.0,5,17.0,17.0,4,1262.0,126.0,7,9.0
6252,8,100000,1,1,17,5,1,0,20.37,1995,400.0,10.0,1995,4.0,4.0,7.0,4936,2126,1466,5,56,235.0,4,18.0,18.0,4,18774.0,187.0,7,25.0
6253,2,57000,1,20,179,2,4,1,22.0,1197,113.0,11.0,1197,4.0,4.0,8.0,3840,1735,1530,5,48,165.0,5,16.0,16.0,4,8180.0,6000.0,6,6.0
6254,8,70000,2,1,14,5,1,0,18.88,1995,380.0,11.0,1995,4.0,4.0,7.0,4624,2031,1429,5,55,235.0,4,16.0,16.0,4,184.0,184.0,11,9.75
6255,2,76000,1,20,179,2,1,1,28.4,1248,190.0,12.0,1248,4.0,4.0,8.0,3840,1735,1530,5,48,165.0,5,16.0,16.0,4,74.0,4000.0,10,4.75
6256,2,7183,2,20,179,6,4,0,22.56,1197,113.0,7.0,1197,4.0,4.0,8.0,3845,1735,1530,5,48,165.0,5,15.0,15.0,4,8850.0,6000.0,3,8.01
6257,7,6165,3,9,73,4,4,0,18.9,1353,242.0,10.0,1353,4.0,4.0,5.0,4300,1790,1635,5,53,165.0,5,17.0,17.0,4,13812.0,138.0,3,15.74
6258,8,85000,2,28,249,2,1,1,20.5,1598,250.0,11.0,1598,4.0,4.0,6.0,4386,1699,1466,5,53,165.0,4,15.0,15.0,4,1035.0,103.0,12,3.5
6259,2,4437,1,29,273,4,0,1,26.49,1199,95.0,7.0,1199,3.0,4.0,5.0,3765,1677,1535,5,53,165.0,5,16.0,16.0,4,72.0,6000.0,2,5.9
6260,2,34217,1,9,90,2,4,1,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,4,8183.0,6000.0,8,5.32
6261,2,80101,1,31,300,2,4,1,16.47,1198,110.0,13.0,1198,3.0,4.0,8.0,3971,1682,1469,5,497,165.0,5,15.0,15.0,4,74.0,5400.0,7,5.25
6262,8,150000,3,8,65,5,4,1,13.5,1799,172.0,13.0,1799,4.0,4.0,5.0,4545,1750,1450,5,54,206.0,4,15.0,15.0,4,130.0,130.0,17,1.7
6263,2,50000,1,20,153,5,4,1,19.0,998,90.0,12.0,998,3.0,4.0,8.0,3500,1600,1490,5,45,165.0,5,13.0,13.0,4,661.0,6200.0,12,2.25
6264,7,100000,2,17,138,5,1,1,16.36,2179,320.0,11.0,2179,4.0,4.0,6.0,4456,1820,1995,7,565,163.81,5,17.0,17.0,4,140.0,140.0,5,16.0
6265,2,72580,1,20,184,2,4,1,21.79,998,90.0,12.0,998,3.0,4.0,6.0,3655,1620,1675,5,47,165.0,5,16.0,16.0,4,6705.0,5500.0,13,2.5
6266,8,120000,4,9,86,5,1,1,22.32,1582,259.8,13.0,1582,4.0,4.0,5.0,4370,1700,1475,5,52,190.0,4,16.0,16.0,4,12632.0,126.0,12,3.0
6267,8,120000,1,9,86,5,1,1,22.0,1582,259.87,11.0,1582,4.0,4.0,5.0,4440,1729,1475,5,53,165.0,4,16.0,16.0,4,1262.0,126.0,4,10.0
6268,2,30000,1,9,81,5,4,1,20.3,1086,99.0,11.0,1086,4.0,3.0,7.0,3610,1645,1560,5,53,165.0,5,16.0,16.0,4,68.0,5500.0,5,4.2
6269,2,100000,1,31,300,5,1,1,22.07,1199,180.0,10.0,1199,3.0,4.0,5.0,3970,1682,1453,5,497,164.1,5,15.0,15.0,4,739.0,4200.0,12,3.0
6270,2,69000,1,9,90,2,1,1,22.54,1396,219.66,11.0,1396,4.0,4.0,7.0,3985,1734,1505,5,52,180.0,5,16.0,16.0,4,8876.0,4000.0,6,6.75
6271,2,50040,1,20,179,2,1,1,25.2,1248,190.0,13.0,1248,4.0,4.0,6.0,3840,1735,1530,5,48,155.0,5,16.0,16.0,4,74.0,4000.0,6,6.25
6272,7,48350,1,8,62,2,4,0,12.0,2354,226.0,11.0,2354,4.0,4.0,7.0,4545,1820,1685,5,59,190.0,5,17.0,17.0,4,1874.0,187.0,9,12.9
6273,2,40000,2,2,27,5,4,1,18.6,1199,108.0,11.0,1199,4.0,4.0,5.0,3640,1595,1520,5,485,165.0,5,14.0,14.0,4,794.0,6200.0,13,1.1
6274,8,120000,4,2,29,5,1,1,18.3,1991,327.0,11.0,1991,4.0,4.0,7.0,4597,1788,1477,5,54,165.0,4,16.0,16.0,4,1479.0,147.0,13,2.17
6275,7,120000,1,29,264,5,1,1,13.93,2179,320.0,13.0,2179,4.0,4.0,8.0,4650,1918,1925,7,60,160.0,5,16.0,16.0,4,13803.0,138.0,13,2.5
6276,8,74573,1,8,63,5,4,0,18.0,1497,145.0,13.0,1497,4.0,4.0,8.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,4,1176.0,117.0,5,7.15
